Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago,Año,Funcional,Dirección,Capítulo,Sección,Orgánica
1 02.226.99.132.00 2019,4483.0,Otros gastos,9000.0,9000.0,0.0,6972.23,2027.77,6972.23,6378.72,6378.72,6378.72,2019,13200,,2,,02
1 02.226.99.132.00 2018,5935.0,Otros gastos,0.0,1318.9,0.0,0.0,1318.9,0.0,0.0,0.0,0.0,2018,13200,,2,,02
1 02.226.99.135.00 2019,5887.0,Otros gastos proteccion civil,4000.0,4000.0,0.0,4261.03,-261.03,4261.03,4261.03,4261.03,4261.03,2019,13500,,2,,02
1 02.226.99.151.10 2019,5177.0,Gastos Gestion,20000.0,20000.0,0.0,4864.2,15135.8,4864.2,2226.4,2226.4,2226.4,2019,15110,,2,,02
1 02.226.99.162.10 2019,4656.0,Material. Residuos,80000.0,80000.0,0.0,74471.06,5528.94,29471.06,29471.06,29471.06,29471.06,2019,16210,,2,,02
1 02.226.99.172.20 2019,4484.0,Otros gastos,25500.0,25500.0,0.0,26137.73,-637.73,26137.73,21049.68,21049.68,21049.68,2019,17220,,2,,02
1 02.226.99.172.20 2018,5936.0,Otros gastos,0.0,5766.7,0.0,4138.2,1628.5,4138.2,4138.2,4138.2,4138.2,2018,17220,,2,,02
1 02.226.99.231.01 2019,4485.0,Otros gastos,9257.0,9257.0,0.0,7815.47,1441.53,7815.47,7815.47,7815.47,7815.47,2019,23101,,2,,02
1 02.226.99.231.03 2019,4486.0,Otros gastos,1000.0,1000.0,0.0,338.79,661.21,338.79,338.79,338.79,338.79,2019,23103,,2,,02
1 02.226.99.241.00 2019,4878.0,Actuaciones Desarrollo Local,25000.0,25000.0,0.0,18647.96,6352.04,18647.96,17057.96,17057.96,17057.96,2019,24100,,2,,02
1 02.226.99.241.03 2019,4487.0,Gastos funcionamiento,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2019,24103,,2,,02
1 02.226.99.323.20 2019,4488.0,Otros gastos,5000.0,5000.0,0.0,3467.46,1532.54,3467.46,3467.46,3467.46,3467.46,2019,32320,,2,,02
1 02.226.99.323.30 2019,4489.0,Otos gastos,1500.0,1500.0,0.0,334.42,1165.58,334.42,334.42,334.42,334.42,2019,32330,,2,,02
1 02.226.99.326.01 2019,4490.0,Otros gastos,3000.0,3000.0,0.0,2754.64,245.36,2754.64,2754.64,2754.64,2754.64,2019,32601,,2,,02
1 02.226.99.332.10 2019,4491.0,Otros gastos,45000.0,45000.0,0.0,42247.34,2752.66,42247.34,42247.34,42247.34,42247.34,2019,33210,,2,,02
1 02.226.99.332.10 2018,5937.0,Otros gastos,0.0,1511.0,0.0,1511.0,0.0,1511.0,1511.0,1511.0,1511.0,2018,33210,,2,,02
1 02.226.99.333.00 2019,4658.0,Otros gastos,1000.0,1000.0,0.0,7557.54,-6557.54,7557.54,7557.54,7557.54,7557.54,2019,33300,,2,,02
1 02.226.99.334.00 2019,4492.0,Otros gastos,2000.0,2000.0,0.0,200.0,1800.0,200.0,200.0,200.0,200.0,2019,33400,,2,,02
1 02.226.99.335.00 2019,4493.0,Otros gastos,600.0,600.0,0.0,203.55,396.45,203.55,203.55,203.55,203.55,2019,33500,,2,,02
1 02.226.99.335.10 2019,4494.0,Actividades Euskaltegia,1500.0,1500.0,0.0,938.1,561.9,938.1,938.1,938.1,938.1,2019,33510,,2,,02
1 02.226.99.335.20 2019,4495.0,Programa Buruntzaldea,30000.0,30000.0,0.0,21409.45,8590.55,18909.45,10499.33,10499.33,10499.33,2019,33520,,2,,02
1 02.226.99.335.20 2018,5938.0,Programa Buruntzaldea,0.0,136.73,0.0,0.0,136.73,0.0,0.0,0.0,0.0,2018,33520,,2,,02
1 02.226.99.335.30 2019,4496.0,Otros gastos,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2019,33530,,2,,02
1 02.226.99.335.40 2019,4497.0,Otros gastos,6000.0,6000.0,0.0,3363.22,2636.78,3363.22,3363.22,3363.22,3363.22,2019,33540,,2,,02
1 02.226.99.335.50 2019,4498.0,Otros gastos,12000.0,12000.0,0.0,8601.49,3398.51,8601.49,8601.49,8601.49,8601.49,2019,33550,,2,,02
1 02.226.99.335.50 2018,5939.0,Otros gastos,0.0,8326.98,0.0,8326.98,0.0,8326.98,8326.98,8326.98,8326.98,2018,33550,,2,,02
1 02.226.99.338.00 2019,4499.0,Otros gastos,7000.0,7000.0,0.0,11207.31,-4207.31,11207.31,11207.31,11207.31,11207.31,2019,33800,,2,,02
1 02.226.99.342.00 2019,4500.0,Otros gastos,5000.0,5000.0,0.0,7392.4,-2392.4,7392.4,7392.4,7392.4,7392.4,2019,34200,,2,,02
1 02.226.99.342.01 2019,4501.0,Otros gastos,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2019,34201,,2,,02
1 02.226.99.432.00 2019,4502.0,Otros gastos,36000.0,36000.0,0.0,49785.83,-13785.83,49785.83,41013.33,41013.33,41013.33,2019,43200,,2,,02
1 02.226.99.920.00 2019,4504.0,Otros gastos,25000.0,25000.0,0.0,27798.32,-2798.32,27798.32,27798.32,27798.32,27798.32,2019,92000,,2,,02
1 02.226.99.920.11 2019,4505.0,Seguridad-salud laboral,10000.0,10000.0,0.0,8692.51,1307.49,8692.51,8692.51,8692.51,8692.51,2019,92011,,2,,02
1 02.226.99.920.30 2019,4506.0,Otros gastos,12000.0,12000.0,0.0,12000.0,0.0,3791.82,3791.82,3791.82,3791.82,2019,92030,,2,,02
1 02.226.99.924.00 2019,4507.0,Programas participación,90000.0,90000.0,0.0,39274.6,50725.4,39274.6,39274.6,39274.6,39274.6,2019,92400,,2,,02
1 02.226.99.933.00 2019,4510.0,Gastos Alokabide,5500.0,5500.0,0.0,9136.06,-3636.06,9136.06,9136.06,9136.06,9136.06,2019,93300,,2,,02
1 02.227.01.334.00 2019,5619.0,Apoyo produccion cultural,25000.0,25000.0,0.0,23707.46,1292.54,23707.46,23707.46,23707.46,23707.46,2019,33400,,2,,02
1 02.227.04.231.03 2019,4476.0,Programa GazteTxokoa,90000.0,90000.0,0.0,90000.0,0.0,90000.0,90000.0,90000.0,90000.0,2019,23103,,2,,02
1 02.227.04.323.20 2019,4511.0,Programa.Ingurugiro-hezkuntza,15000.0,15000.0,0.0,13000.0,2000.0,13000.0,13000.0,13000.0,13000.0,2019,32320,,2,,02
1 02.227.04.326.02 2019,4512.0,Servicio Kantuz,65000.0,65000.0,0.0,64999.98,0.02,64999.98,64999.98,64999.98,64999.98,2019,32602,,2,,02
1 02.227.04.334.00 2019,5888.0,comunicacion,25000.0,25000.0,0.0,25000.0,0.0,16920.48,4839.84,4839.84,4839.84,2019,33400,,2,,02
1 02.227.04.334.10 2019,4513.0,Servicio Tallleres,88000.0,88000.0,0.0,78061.25,9938.75,78061.25,78061.25,78061.25,78061.25,2019,33410,,2,,02
1 02.227.04.342.00 2019,4515.0,Servicio monitor,268000.0,268000.0,0.0,282708.39,-14708.39,282708.39,282708.39,282708.39,282708.39,2019,34200,,2,,02
1 02.227.04.432.00 2019,5835.0,Plan acciones turismo,15000.0,15000.0,0.0,17182.0,-2182.0,17182.0,8591.0,8591.0,8591.0,2019,43200,,2,,02
1 02.227.07.172.20 2019,4516.0,Estudios-proyectos,115000.0,115000.0,0.0,114870.74,129.26,75870.74,42577.43,42577.43,42577.43,2019,17220,,2,,02
1 02.227.07.172.20 2018,5940.0,Estudios-proyectos,0.0,70733.93,0.0,50413.58,20320.35,50413.58,43397.25,43397.25,43397.25,2018,17220,,2,,02
1 02.227.07.172.40 2019,5889.0,Plan Energia estudios,75000.0,75000.0,0.0,75084.93,-84.93,53044.61,25385.64,25385.64,25385.64,2019,17240,,2,,02
1 02.227.07.231.00 2019,5620.0,Programa. Violencia genero,15000.0,15000.0,0.0,15023.87,-23.87,15023.87,15023.87,15023.87,15023.87,2019,23100,,2,,02
1 02.227.07.231.00 2018,5941.0,Protocolo. Violencia genero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,23100,,2,,02
1 02.227.07.231.09 2019,5890.0,Gastos  gestion,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2019,23109,,2,,02
1 02.227.07.241.00 2019,6081.0,Beterri-Atencion Personas,0.0,14582.0,0.0,14582.0,0.0,11295.66,11295.66,11295.66,11295.66,2019,24100,,2,,02
1 02.227.07.323.00 2019,4517.0,Programa Hezkuntza,62000.0,62000.0,0.0,31190.78,30809.22,31190.78,31190.78,31190.78,31190.78,2019,32300,,2,,02
1 02.227.07.323.00 2018,5942.0,Programa Hezkuntza,0.0,1349.52,0.0,1349.52,0.0,1349.52,1349.52,1349.52,1349.52,2018,32300,,2,,02
1 02.227.07.414.00 2019,5903.0,Trabajos forestales,50000.0,50000.0,0.0,48236.45,1763.55,28236.45,28236.45,28236.45,28236.45,2019,41400,,2,,02
1 02.227.07.920.00 2019,5822.0,Contrat.Proteccion datos,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2019,92000,,2,,02
1 02.227.07.931.00 2019,4520.0,Auditoria,29000.0,29000.0,0.0,15100.8,13899.2,15100.8,15100.8,15100.8,15100.8,2019,93100,,2,,02
1 02.227.09.932.00 2019,4521.0,Servicio recaudacion,6000.0,6000.0,0.0,3848.67,2151.33,3848.67,3848.67,3848.67,3848.67,2019,93200,,2,,02
1 02.227.95.162.20 2019,5640.0,Tratamiento residuos,533095.0,533095.0,0.0,544733.69,-11638.69,544733.69,538483.69,538483.69,538483.69,2019,16220,,2,,02
1 02.227.95.241.00 2018,5944.0,Contrat.-Plan comercio,0.0,7847.5,0.0,7847.5,0.0,7847.5,7847.5,7847.5,7847.5,2018,24100,,2,,02
1 02.227.95.920.00 2018,5945.0,Valoracion puestos,0.0,10738.75,0.0,10738.75,0.0,10738.75,10738.75,10738.75,10738.75,2018,92000,,2,,02
1 02.227.96.162.10 2019,4889.0,OFICINA GESTION RESIDUOS URBANOS,57000.0,57000.0,0.0,60117.81,-3117.81,60117.81,60117.81,60117.81,60117.81,2019,16210,,2,,02
1 02.227.96.162.20 2019,5641.0,RESIDUOS DE OBRA,10000.0,10000.0,0.0,3159.84,6840.16,3159.84,3159.84,3159.84,3159.84,2019,16220,,2,,02
1 02.227.97.151.00 2019,6070.0,ASESOR JURIDICO,0.0,12100.0,0.0,12100.0,0.0,12100.0,12100.0,12100.0,12100.0,2019,15100,,2,,02
1 02.227.97.162.10 2019,6068.0,GASTOS SUBROGACION,0.0,34200.0,0.0,32385.99,1814.01,32385.99,32385.99,32385.99,32385.99,2019,16210,,2,,02
1 02.227.98.132.00 2019,4522.0,Perros abandonados,4000.0,4000.0,0.0,5009.31,-1009.31,5009.31,5009.31,5009.31,5009.31,2019,13200,,2,,02
1 02.227.98.162.10 2019,4665.0,Recogida residuos,1840000.0,1840000.0,0.0,1752516.02,87483.98,1752516.02,1752516.02,1752516.02,1752516.02,2019,16210,,2,,02
1 02.227.98.231.00 2019,5915.0,Fondo estatal-violencia genero,0.0,4290.0,0.0,5205.01,-915.01,5205.01,5205.01,5205.01,5205.01,2019,23100,,2,,02
1 02.227.98.342.00 2019,4524.0,Servicio socorrista,113000.0,113000.0,0.0,115313.55,-2313.55,115313.55,115313.55,115313.55,115313.55,2019,34200,,2,,02
1 02.227.98.342.01 2019,4525.0,Mantenimiento,11000.0,11000.0,0.0,10105.92,894.08,10105.92,10105.92,10105.92,10105.92,2019,34201,,2,,02
1 02.227.98.920.00 2017,5946.0,BIDEOAKTA SISTEMA,0.0,13061.17,0.0,0.0,13061.17,0.0,0.0,0.0,0.0,2017,92000,,2,,02
1 02.227.98.933.00 2019,5622.0,Banco Alimentos,13100.0,13100.0,0.0,13068.0,32.0,13068.0,13068.0,13068.0,13068.0,2019,93300,,2,,02
1 02.227.99.231.00 2019,5891.0,Genero,45000.0,45000.0,0.0,37631.04,7368.96,37631.04,37631.04,37631.04,37631.04,2019,23100,,2,,02
1 02.227.99.323.30 2019,4527.0,Servicio comedor,62740.0,62740.0,0.0,60742.2,1997.8,60742.2,60742.2,60742.2,60742.2,2019,32330,,2,,02
1 02.227.99.323.30 2018,5947.0,Servicio comedor,0.0,5061.85,0.0,5061.85,0.0,5061.85,5061.85,5061.85,5061.85,2018,32330,,2,,02
1 02.227.99.334.10 2019,4528.0,Servicio Talleres,39000.0,39000.0,0.0,38731.2,268.8,38731.2,38731.2,38731.2,38731.2,2019,33410,,2,,02
1 02.227.99.335.40 2019,4529.0,Servicio Udalekuak,23000.0,23000.0,0.0,24900.0,-1900.0,24900.0,24900.0,24900.0,24900.0,2019,33540,,2,,02
1 02.227.99.341.00 2019,5892.0,Progr. Osasun Mapeoa,10000.0,10000.0,0.0,9997.3,2.7,4997.3,4997.3,4997.3,4997.3,2019,34100,,2,,02
1 02.227.99.341.00 2017,5948.0,PAREKIDETASUNA KIROLEAN,0.0,2800.0,0.0,2800.0,0.0,2800.0,0.0,0.0,0.0,2017,34100,,2,,02
1 02.227.99.342.00 2019,4530.0,Otros contratos,12000.0,12000.0,0.0,12282.99,-282.99,12282.99,12282.99,12282.99,12282.99,2019,34200,,2,,02
1 02.227.99.342.01 2019,4531.0,Servicio socorrista,123000.0,123000.0,0.0,120101.53,2898.47,120101.53,120101.53,120101.53,120101.53,2019,34201,,2,,02
1 02.227.99.432.00 2019,5893.0,servicio audiogida,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,2019,43200,,2,,02
1 02.227.99.920.00 2019,4533.0,Otros contratos,45000.0,45000.0,0.0,24781.07,20218.93,24781.07,20546.07,20546.07,20541.56,2019,92000,,2,,02
1 02.227.99.920.11 2019,4534.0,Servicio Seguridad-salud laboral,19000.0,19000.0,0.0,20183.03,-1183.03,20183.03,20183.03,20183.03,20183.03,2019,92011,,2,,02
1 02.227.99.920.20 2019,4880.0,Trabajos exteriores,25000.0,25000.0,0.0,24666.29,333.71,24666.29,5733.84,5733.84,5733.84,2019,92020,,2,,02
1 02.227.99.920.30 2019,5186.0,Patrimonio,5000.0,5000.0,0.0,4999.72,0.28,4999.72,4999.72,4999.72,4999.72,2019,92030,,2,,02
1 02.230.01.920.10 2019,4536.0,Dietas personal,7000.0,7000.0,0.0,5586.36,1413.64,5586.36,5586.36,5586.36,5586.36,2019,92010,,2,,02
1 02.332.01.011.00 2019,4537.0,Intereses prestamo,9000.0,9000.0,0.0,4308.68,4691.32,4308.68,4308.68,4308.68,4308.68,2019,01100,,3,,02
1 02.369.01.011.00 2019,4539.0,Gastos financieros,2000.0,2000.0,0.0,1019.17,980.83,1019.17,1019.17,1019.17,1019.17,2019,01100,,3,,02
1 02.421.01.162.20 2019,5642.0,Aportacion SanMarcos,262000.0,262000.0,0.0,253551.77,8448.23,253551.77,253551.77,253551.77,253551.77,2019,16220,,4,,02
1 02.421.01.922.00 2019,4543.0,Udalbiltza.Cuota,50000.0,50000.0,0.0,50000.0,0.0,50000.0,50000.0,50000.0,50000.0,2019,92200,,4,,02
1 02.422.01.241.00 2019,4545.0,Convenio comarcal Beterri,135789.0,135789.0,0.0,135789.0,0.0,135789.0,135789.0,135789.0,135789.0,2019,24100,,4,,02
1 02.422.01.326.03 2019,4541.0,Subvenciones.EPA,3577.0,3577.0,0.0,3577.0,0.0,3577.0,3577.0,3577.0,3577.0,2019,32603,,4,,02
1 02.422.01.432.00 2019,4544.0,Convenio asociacion Behemendi,16300.0,16300.0,0.0,16009.52,290.48,16009.52,16009.52,16009.52,16009.52,2019,43200,,4,,02
1 02.422.01.922.00 2019,4542.0,Eudel. Cuota,5000.0,5000.0,0.0,4507.59,492.41,4507.59,4507.59,4507.59,4507.59,2019,92200,,4,,02
1 02.422.02.414.00 2019,4673.0,Aportacion. Asociacion Behemendi,20000.0,25000.0,0.0,25000.0,0.0,25000.0,25000.0,25000.0,25000.0,2019,41400,,4,,02
1 02.422.02.414.00 2018,6017.0,Aportacion. Asociacion Behemendi,0.0,3331.0,0.0,0.0,3331.0,0.0,0.0,0.0,0.0,2018,41400,,4,,02
1 02.422.02.922.00 2019,6069.0,Hobeki.Cuota,0.0,6000.0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,2019,92200,,4,,02
1 02.431.01.231.90 2019,5623.0,Aportacion ordinaria,2316941.0,2316941.0,0.0,2055837.17,261103.83,2055837.17,2055837.17,2055837.17,2055837.17,2019,23190,,4,,02
1 02.431.01.943.20 2019,4547.0,Aportacion. Udala-Ereñotzu,409731.0,409731.0,0.0,409731.0,0.0,409731.0,409731.0,409731.0,409731.0,2019,94320,,4,,02
1 02.471.01.241.02 2019,6078.0,Subv.Empresas.Lanbide,0.0,63000.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,2019,24102,,4,,02
1 02.471.01.334.00 2019,4548.0,Concesion servicio Cine,30000.0,30000.0,0.0,24700.0,5300.0,24700.0,24700.0,24700.0,24700.0,2019,33400,,4,,02
1 02.471.01.334.00 2018,5950.0,Concesion servicio,0.0,12350.0,0.0,12350.0,0.0,12350.0,12350.0,12350.0,12350.0,2018,33400,,4,,02
1 02.480.01.151.10 2019,5843.0,SUBV.REHABILITACION VIVIENDAS,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2019,15110,,4,,02
1 02.480.01.151.10 2018,5951.0,SUBV.REHABILITACION VIVIENDAS,0.0,60000.0,0.0,60000.0,0.0,860.22,860.22,860.22,860.22,2018,15110,,4,,02
1 02.480.01.231.03 2019,4563.0,Subv.Alquiler vivienda,136000.0,136000.0,0.0,136000.0,0.0,0.0,0.0,0.0,0.0,2019,23103,,4,,02
1 02.480.01.231.03 2018,5952.0,Subv.Alquiler vivienda,0.0,82000.0,0.0,76050.0,5950.0,76050.0,76050.0,76050.0,76050.0,2018,23103,,4,,02
1 02.480.01.231.04 2019,4884.0,Subv.Alguiler vivienda,83000.0,83000.0,0.0,83000.0,0.0,0.0,0.0,0.0,0.0,2019,23104,,4,,02
1 02.480.01.231.04 2018,5953.0,Subv.Alguiler vivienda,0.0,82000.0,0.0,69318.4,12681.6,69318.4,69318.4,69318.4,69318.4,2018,23104,,4,,02
1 02.480.01.334.00 2019,5624.0,Subv.Creacion Artistica,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,2019,33400,,4,,02
1 02.480.01.334.00 2018,5954.0,Subv.Creacion Artistica,0.0,10000.0,0.0,10000.0,0.0,8550.0,4275.0,4275.0,4275.0,2018,33400,,4,,02
1 02.480.01.335.10 2019,4550.0,Becas Euskaltegia,33000.0,33000.0,0.0,28424.85,4575.15,28424.85,28424.85,28424.85,28424.85,2019,33510,,4,,02
1 02.480.01.920.30 2019,4561.0,Beca investigacion,8000.0,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,2019,92030,,4,,02
1 02.480.01.920.30 2018,5955.0,Beca investigacion,0.0,8000.0,0.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,2018,92030,,4,,02
1 02.481.01.135.00 2019,4883.0,Convenio Asociación Dya,3500.0,3500.0,0.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,2019,13500,,4,,02
1 02.481.01.231.01 2019,4551.0,Cuota.Euskal Fondoa,3559.0,3559.0,0.0,3933.08,-374.08,3933.08,3933.08,3933.08,3933.08,2019,23101,,4,,02
1 02.481.01.241.00 2019,4552.0,Conveio asociación Berriak,16500.0,27000.0,0.0,27000.0,0.0,27000.0,16200.0,16200.0,16200.0,2019,24100,,4,,02
1 02.481.01.241.00 2018,5956.0,Conveio asociación Berriak,0.0,9600.0,0.0,9600.0,0.0,9600.0,9600.0,9600.0,9600.0,2018,24100,,4,,02
1 02.481.01.323.00 2019,4553.0,Subv.Actividades escolares,18400.0,18400.0,0.0,18400.0,0.0,18400.0,14717.0,14717.0,14568.0,2019,32300,,4,,02
1 02.481.01.323.00 2018,5957.0,Subv.Actividades escolares,0.0,3681.0,0.0,3681.0,0.0,3681.0,3681.0,3681.0,3681.0,2018,32300,,4,,02
1 02.481.01.334.00 2019,4555.0,Subv. Concurrencia,80000.0,80000.0,0.0,79946.19,53.81,79946.19,66051.58,66051.58,66051.58,2019,33400,,4,,02
1 02.481.01.334.00 2018,5958.0,Subv. Concurrencia,0.0,11752.35,0.0,11465.22,287.13,11465.22,11465.22,11465.22,11465.22,2018,33400,,4,,02
1 02.481.01.334.20 2019,4556.0,Convenio Musika Banda,83459.0,83459.0,0.0,83459.0,0.0,83459.0,83459.0,83459.0,83459.0,2019,33420,,4,,02
1 02.481.01.334.30 2019,4557.0,Convenio Txistulari Taldea,38813.0,38813.0,0.0,38813.0,0.0,38813.0,38813.0,38813.0,38813.0,2019,33430,,4,,02
1 02.481.01.335.00 2019,4558.0,Subvencion concurrencia,54000.0,54000.0,0.0,54000.0,0.0,51925.8,51925.8,51925.8,51925.8,2019,33500,,4,,02
1 02.481.01.341.00 2019,4559.0,Subv.concurrencia,55000.0,55000.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,2019,34100,,4,,02
1 02.481.01.341.00 2018,5959.0,Subv.concurrencia,0.0,55000.0,0.0,54056.12,943.88,54056.12,54056.12,54056.12,54056.12,2018,34100,,4,,02
1 02.481.02.231.01 2019,4562.0,Subv.ONG. Proyectos cooperación,172052.0,172052.0,0.0,172052.0,0.0,0.0,0.0,0.0,0.0,2019,23101,,4,,02
1 02.481.02.231.01 2018,5963.0,Subv.Tercer Mundo,0.0,164577.0,0.0,164577.0,0.0,0.0,0.0,0.0,0.0,2018,23101,,4,,02
1 02.481.02.231.01 2017,5962.0,TRANSFERENTZIA: HIRUGARREN MUNDUA,0.0,153581.0,0.0,153581.0,0.0,0.0,0.0,0.0,0.0,2017,23101,,4,,02
1 02.481.02.231.01 2016,5961.0,TRANSFERENTZIA: HIRUGARREN MUNDUA,0.0,2725.95,0.0,1776.0,949.95,1776.0,1776.0,1776.0,1776.0,2016,23101,,4,,02
1 02.481.02.334.10 2019,4564.0,Subv.Concurrencia,106000.0,106000.0,0.0,105992.07,7.93,105992.07,97498.81,97498.81,97498.81,2019,33410,,4,,02
1 02.481.02.334.10 2018,5964.0,Subv.Concurrencia,0.0,7765.05,0.0,7408.26,356.79,7408.26,7408.26,7408.26,7408.26,2018,33410,,4,,02
1 02.481.02.335.00 2019,4565.0,Subvencion Directas,146200.0,146200.0,0.0,123716.93,22483.07,122866.93,115918.18,115918.18,115918.18,2019,33500,,4,,02
1 02.481.02.335.00 2018,5965.0,Subvencion Directas,0.0,15562.48,0.0,4796.67,10765.81,4796.67,4796.67,4796.67,4796.67,2018,33500,,4,,02
1 02.481.02.341.00 2019,5188.0,Subv. Eskola Kirola,55500.0,55500.0,0.0,55469.09,30.91,23969.09,23969.09,23969.09,23969.09,2019,34100,,4,,02
